id,name,productCount,subtreeProductCount,parent,numChildren,pathName,children,alsoCount,also
584,Collars,4,4,583,0,"['Pet Supplies', 'Pet Behavior Center', 'Barking Control', 'Collars']",[],0,[]
585,Litter Waste Receptacles,16,16,104,0,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Litter Waste Receptacles']",[],0,[]
586,"Polyester, ,",0,1,67,1,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Polyester, ,']",[587],0,[]
587,not applicable,0,1,586,1,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Polyester, ,', 'not applicable']",[588],0,[]
588,made of hard-wearing polyester,0,1,587,1,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Polyester, ,', 'not applicable', 'made of hard-wearing polyester']",[589],0,[]
589,for transporting the pet on the bicycle rack,0,1,588,1,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Polyester, ,', 'not applicable', 'made of hard-wearing polyester', 'for transporting the pet on the bicycle rack']",[590],0,[]
590,can also be used as a carrier due to handle,0,1,589,1,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Polyester, ,', 'not applicable', 'made of hard-wearing polyester', 'for transporting the pet on the bicycle rack', 'can also be used as a carrier due to handle']",[591],0,[]
591,can be opened at the side and front,0,1,590,1,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Polyester, ,', 'not applicable', 'made of hard-wearing polyester', 'for transporting the pet on the bicycle rack', 'can also be used as a carrier due to handle', 'can be opened at the side and front']",[592],0,[]
592,"net offers optimal protection, especially for active animals, and provides good air circulation",1,1,591,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Polyester, ,', 'not applicable', 'made of hard-wearing polyester', 'for transporting the pet on the bicycle rack', 'can also be used as a carrier due to handle', 'can be opened at the side and front', 'net offers optimal protection, especially for active animals, and provides good air circulation']",[],0,[]
593,Vitamins & Minerals,34,34,536,0,"['Pet Supplies', 'Horses', 'Health Supplies', 'Vitamins & Supplements', 'Vitamins & Minerals']",[],0,[]
594,Food,7,7,87,0,"['Pet Supplies', 'Horses', 'Food']",[],0,[]
595,Feeding Mats,14,14,30,0,"['Pet Supplies', 'Cats', 'Feeding & Watering Supplies', 'Feeding Mats']",[],0,[]
596,Slings,23,23,83,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Slings']",[],0,[]
597,Protecting Inside Spaces,3,3,223,0,"['Pet Supplies', 'Pet Behavior Center', 'Pet Proofing', 'Protecting Inside Spaces']",[],0,[]
598,Jumps,19,19,91,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Agility Equipment', 'Jumps']",[],0,[]
599,Cages,25,25,8,0,"['Pet Supplies', 'Cats', 'Cages']",[],0,[]
600,"3"" high",0,1,58,1,"['Pet Supplies', 'Dogs', 'Toys', 'Balls', '3"" high']",[601],0,[]
601,"4"" wide",0,1,600,1,"['Pet Supplies', 'Dogs', 'Toys', 'Balls', '3"" high', '4"" wide']",[602],0,[]
602,"Made in the USA, 100% Guaranteed",0,1,601,1,"['Pet Supplies', 'Dogs', 'Toys', 'Balls', '3"" high', '4"" wide', 'Made in the USA, 100% Guaranteed']",[603],0,[]
603,"Non-toxic, BPA and phthalate free, FDA-approved",0,1,602,1,"['Pet Supplies', 'Dogs', 'Toys', 'Balls', '3"" high', '4"" wide', 'Made in the USA, 100% Guaranteed', 'Non-toxic, BPA and phthalate free, FDA-approved']",[604],0,[]
604,"Float, bouncy, infused with natural mint oil",0,1,603,1,"['Pet Supplies', 'Dogs', 'Toys', 'Balls', '3"" high', '4"" wide', 'Made in the USA, 100% Guaranteed', 'Non-toxic, BPA and phthalate free, FDA-approved', 'Float, bouncy, infused with natural mint oil']",[605],0,[]
605,"Recyclable, Dishwasher safe (top rack, normal wash)",1,1,604,0,"['Pet Supplies', 'Dogs', 'Toys', 'Balls', '3"" high', '4"" wide', 'Made in the USA, 100% Guaranteed', 'Non-toxic, BPA and phthalate free, FDA-approved', 'Float, bouncy, infused with natural mint oil', 'Recyclable, Dishwasher safe (top rack, normal wash)']",[],0,[]
606,Calming Supplements,15,15,536,0,"['Pet Supplies', 'Horses', 'Health Supplies', 'Vitamins & Supplements', 'Calming Supplements']",[],0,[]
607,Electrolyte Supplements,12,12,536,0,"['Pet Supplies', 'Horses', 'Health Supplies', 'Vitamins & Supplements', 'Electrolyte Supplements']",[],0,[]
608,Hand Wash in Cold Water.,0,1,116,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Hand Wash in Cold Water.']",[609],0,[]
609,Line Dry.,0,1,608,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Hand Wash in Cold Water.', 'Line Dry.']",[610],0,[]
610,No Bleach.,1,1,609,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Hand Wash in Cold Water.', 'Line Dry.', 'No Bleach.']",[],0,[]
611,Necklaces,75,75,23,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Necklaces']",[],0,[]
612,"Buy 1 Dog Puzzle, Save 20% on Kyjen Dog Toy",1,1,1,0,"['Pet Supplies', 'Buy 1 Dog Puzzle, Save 20% on Kyjen Dog Toy']",[],0,[]
613,Pet Food,4,4,1,0,"['Pet Supplies', 'Pet Food']",[],0,[]
614,Boots & Wraps,0,45,87,2,"['Pet Supplies', 'Horses', 'Boots & Wraps']","[615, 651]",0,[]
615,Wraps,32,32,614,0,"['Pet Supplies', 'Horses', 'Boots & Wraps', 'Wraps']",[],0,[]
616,Household Foggers,2,2,330,0,"['Pet Supplies', 'Flea & Tick Center', 'Household Foggers']",[],0,[]
617,Top Cat Supplies,8,9,1,1,"['Pet Supplies', 'Top Cat Supplies']",[678],0,[]
618,Balls,7,7,550,0,"['Pet Supplies', 'Horses', 'Toys', 'Balls']",[],0,[]
619,Bed Covers,37,37,70,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Bed Covers']",[],0,[]
620,Outdoor Systems,2,2,583,0,"['Pet Supplies', 'Pet Behavior Center', 'Barking Control', 'Outdoor Systems']",[],0,[]
621,Bully Sticks,140,140,26,0,"['Pet Supplies', 'Dogs', 'Treats', 'Bully Sticks']",[],0,[]
622,Travel Bowls,25,25,212,0,"['Pet Supplies', 'Cats', 'Feeding & Watering Supplies', 'Bowls & Dishes', 'Travel Bowls']",[],0,[]
623,Toilet Training Systems,3,3,104,0,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Toilet Training Systems']",[],0,[]
624,Bed Blankets,23,23,154,0,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Bed Blankets']",[],0,[]
625,SportDOG,4,4,404,0,"['Pet Supplies', 'PetSafe', 'SportDOG']",[],0,[]
626,Stairs,12,12,579,0,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens', 'Stairs & Steps', 'Stairs']",[],0,[]
627,Tunnels,14,14,90,0,"['Pet Supplies', 'Cats', 'Toys', 'Tunnels']",[],0,[]
628,Medications,7,7,20,0,"['Pet Supplies', 'Cats', 'Health Supplies', 'Medications']",[],0,[]
629,Outdoor Pens,8,8,61,0,"['Pet Supplies', 'Dogs', 'Crates, Houses & Pens', 'Outdoor Pens']",[],0,[]
630,Doors & Accessories,3,3,404,0,"['Pet Supplies', 'PetSafe', 'Doors & Accessories']",[],0,[]
631,Polyester,0,3,116,2,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Polyester']","[632, 698]",0,[]
632,"Machine Wash Cold, Line Dry",0,2,631,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Polyester', 'Machine Wash Cold, Line Dry']",[633],0,[]
633,This is an officially licensed STAR WARS (tm) pet costume.,0,2,632,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Polyester', 'Machine Wash Cold, Line Dry', 'This is an officially licensed STAR WARS (tm) pet costume.']",[634],0,[]
634,Includes hadpiece and jumpsuit.,0,2,633,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Polyester', 'Machine Wash Cold, Line Dry', 'This is an officially licensed STAR WARS (tm) pet costume.', 'Includes hadpiece and jumpsuit.']",[635],0,[]
635,"Available in Pet sizes Small, Medium, Large and X-Large.",2,2,634,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'Polyester', 'Machine Wash Cold, Line Dry', 'This is an officially licensed STAR WARS (tm) pet costume.', 'Includes hadpiece and jumpsuit.', 'Available in Pet sizes Small, Medium, Large and X-Large.']",[],0,[]
636,Save 20% or More on Select Aqueon & Coralife Products,4,4,1,0,"['Pet Supplies', 'Save 20% or More on Select Aqueon & Coralife Products']",[],0,[]
637,"This Princess Leia pet costume includes a jumpsuit with attached arms and belt, and bun headpiece.",0,1,116,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'This Princess Leia pet costume includes a jumpsuit with attached arms and belt, and bun headpiece.']",[638],0,[]
638,"Our Princess Leia pet costume comes in pet sizes Large, Medium, Small, X-Large.",0,1,637,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'This Princess Leia pet costume includes a jumpsuit with attached arms and belt, and bun headpiece.', 'Our Princess Leia pet costume comes in pet sizes Large, Medium, Small, X-Large.']",[639],0,[]
639,This Princess Leia pet costume is an officially licensed Star Wars pet costume.,0,1,638,1,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'This Princess Leia pet costume includes a jumpsuit with attached arms and belt, and bun headpiece.', 'Our Princess Leia pet costume comes in pet sizes Large, Medium, Small, X-Large.', 'This Princess Leia pet costume is an officially licensed Star Wars pet costume.']",[640],0,[]
640,Please note: This item's color may vary due to inherent manufacturing variations or your computer monitor's color settings. The item you receive will be identical or substantially similar to the item pictured in this listing.,1,1,639,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes', 'This Princess Leia pet costume includes a jumpsuit with attached arms and belt, and bun headpiece.', 'Our Princess Leia pet costume comes in pet sizes Large, Medium, Small, X-Large.', 'This Princess Leia pet costume is an officially licensed Star Wars pet costume.', ""Please note: This item's color may vary due to inherent manufacturing variations or your computer monitor's color settings. The item you receive will be identical or substantially similar to the item pictured in this listing.""]",[],0,[]
641,"Mixed, ,",0,1,353,1,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor', 'Mixed, ,']",[642],0,[]
642,Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat,0,1,641,1,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor', 'Mixed, ,', 'Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat']",[643],0,[]
643,Easily connects to any CritterTrail habitat port and other Fun-nels tubes and accessories to expand your pet's living space,0,1,642,1,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor', 'Mixed, ,', 'Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat', ""Easily connects to any CritterTrail habitat port and other Fun-nels tubes and accessories to expand your pet's living space""]",[644],0,[]
644,Durable 3-inch-long plastic tube snaps apart for easy cleaning and includes a connector ring for easy attachment to other CritterTrail components,0,1,643,1,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor', 'Mixed, ,', 'Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat', ""Easily connects to any CritterTrail habitat port and other Fun-nels tubes and accessories to expand your pet's living space"", 'Durable 3-inch-long plastic tube snaps apart for easy cleaning and includes a connector ring for easy attachment to other CritterTrail components']",[645],0,[]
645,Each tube has ventilation holes for your pet's safety,0,1,644,1,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor', 'Mixed, ,', 'Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat', ""Easily connects to any CritterTrail habitat port and other Fun-nels tubes and accessories to expand your pet's living space"", 'Durable 3-inch-long plastic tube snaps apart for easy cleaning and includes a connector ring for easy attachment to other CritterTrail components', ""Each tube has ventilation holes for your pet's safety""]",[646],0,[]
646,3-inch-long tube is 2.25 inches in diameter,0,1,645,1,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor', 'Mixed, ,', 'Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat', ""Easily connects to any CritterTrail habitat port and other Fun-nels tubes and accessories to expand your pet's living space"", 'Durable 3-inch-long plastic tube snaps apart for easy cleaning and includes a connector ring for easy attachment to other CritterTrail components', ""Each tube has ventilation holes for your pet's safety"", '3-inch-long tube is 2.25 inches in diameter']",[647],0,[]
647,Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat,1,1,646,0,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor', 'Mixed, ,', 'Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat', ""Easily connects to any CritterTrail habitat port and other Fun-nels tubes and accessories to expand your pet's living space"", 'Durable 3-inch-long plastic tube snaps apart for easy cleaning and includes a connector ring for easy attachment to other CritterTrail components', ""Each tube has ventilation holes for your pet's safety"", '3-inch-long tube is 2.25 inches in diameter', 'Three-inch-long straight Fun-nel Tube and Connector Ring is used to expand any CritterTrail habitat']",[],0,[]
648,Playpens,8,8,237,0,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Playpens']",[],0,[]
649,Training,2,2,404,0,"['Pet Supplies', 'PetSafe', 'Training']",[],0,[]
650,Rabbit Hutches,6,6,197,0,"['Pet Supplies', 'Bunny Rabbit Central', 'Rabbit Hutches']",[],0,[]
651,Boots,13,13,614,0,"['Pet Supplies', 'Horses', 'Boots & Wraps', 'Boots']",[],0,[]
652,Weight Building Supplements,2,2,536,0,"['Pet Supplies', 'Horses', 'Health Supplies', 'Vitamins & Supplements', 'Weight Building Supplements']",[],0,[]
653,"1"" high",0,1,554,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Combs', 'Mixed, ,', '1"" high']",[654],0,[]
654,"5"" wide",0,1,653,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Combs', 'Mixed, ,', '1"" high', '5"" wide']",[655],0,[]
655,Oster Fine Curry Comb. Horse and Livestock Grooming Aids,0,1,654,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Combs', 'Mixed, ,', '1"" high', '5"" wide', 'Oster Fine Curry Comb. Horse and Livestock Grooming Aids']",[656],0,[]
656,Manufacturer: OSTER CORPORATION,0,1,655,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Combs', 'Mixed, ,', '1"" high', '5"" wide', 'Oster Fine Curry Comb. Horse and Livestock Grooming Aids', 'Manufacturer: OSTER CORPORATION']",[657],0,[]
657,Manufacturer part number: 78399-131,0,1,656,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Combs', 'Mixed, ,', '1"" high', '5"" wide', 'Oster Fine Curry Comb. Horse and Livestock Grooming Aids', 'Manufacturer: OSTER CORPORATION', 'Manufacturer part number: 78399-131']",[658],0,[]
658,Rubber control-touch handle for added comfort and better grip,1,1,657,0,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Combs', 'Mixed, ,', '1"" high', '5"" wide', 'Oster Fine Curry Comb. Horse and Livestock Grooming Aids', 'Manufacturer: OSTER CORPORATION', 'Manufacturer part number: 78399-131', 'Rubber control-touch handle for added comfort and better grip']",[],0,[]
659,Pets Low Return Rate Alert,1,1,1,0,"['Pet Supplies', 'Pets Low Return Rate Alert']",[],0,[]
660,Crabworx,1,1,282,0,"['Pet Supplies', 'Hagen', 'Crabworx']",[],0,[]
661,"Plastic, ,",0,1,104,1,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Plastic, ,']",[662],0,[]
662,Made in the USA or Imported,0,1,661,1,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Plastic, ,', 'Made in the USA or Imported']",[663],0,[]
663,"11"" high",0,1,662,1,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Plastic, ,', 'Made in the USA or Imported', '11"" high']",[664],0,[]
664,"9.62"" wide",0,1,663,1,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Plastic, ,', 'Made in the USA or Imported', '11"" high', '9.62"" wide']",[665],0,[]
665,Features built-in hooks for easy cage attachment,0,1,664,1,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Plastic, ,', 'Made in the USA or Imported', '11"" high', '9.62"" wide', 'Features built-in hooks for easy cage attachment']",[666],0,[]
666,The high sides help to prevent messes and litter from scattering outside the cage,0,1,665,1,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Plastic, ,', 'Made in the USA or Imported', '11"" high', '9.62"" wide', 'Features built-in hooks for easy cage attachment', 'The high sides help to prevent messes and litter from scattering outside the cage']",[667],0,[]
667,Helps make potty training easy,1,1,666,0,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Plastic, ,', 'Made in the USA or Imported', '11"" high', '9.62"" wide', 'Features built-in hooks for easy cage attachment', 'The high sides help to prevent messes and litter from scattering outside the cage', 'Helps make potty training easy']",[],0,[]
668,Leather New. Leather Care Supplies,0,1,184,1,"['Pet Supplies', 'Horses', 'Stable Supplies', 'Tack Care & Storage', 'Tack Care', 'Leather New. Leather Care Supplies']",[669],0,[]
669,Manufacturer: FARNAM COMPANIES INC,0,1,668,1,"['Pet Supplies', 'Horses', 'Stable Supplies', 'Tack Care & Storage', 'Tack Care', 'Leather New. Leather Care Supplies', 'Manufacturer: FARNAM COMPANIES INC']",[670],0,[]
670,Manufacturer part number: 32603,1,1,669,0,"['Pet Supplies', 'Horses', 'Stable Supplies', 'Tack Care & Storage', 'Tack Care', 'Leather New. Leather Care Supplies', 'Manufacturer: FARNAM COMPANIES INC', 'Manufacturer part number: 32603']",[],0,[]
671,"Mixed, ,",0,1,187,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Brushes', 'Mixed, ,']",[672],0,[]
672,Rubber control-touch handle for added comfort and better grip,0,1,671,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Brushes', 'Mixed, ,', 'Rubber control-touch handle for added comfort and better grip']",[673],0,[]
673,Densely packed medium bristles lift fine dirt from hair while distributing natural oils,0,1,672,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Brushes', 'Mixed, ,', 'Rubber control-touch handle for added comfort and better grip', 'Densely packed medium bristles lift fine dirt from hair while distributing natural oils']",[674],0,[]
674,Innovative handle easily fits hands of all sizes,0,1,673,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Brushes', 'Mixed, ,', 'Rubber control-touch handle for added comfort and better grip', 'Densely packed medium bristles lift fine dirt from hair while distributing natural oils', 'Innovative handle easily fits hands of all sizes']",[675],0,[]
675,"Medium, synthetic bristles",0,1,674,1,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Brushes', 'Mixed, ,', 'Rubber control-touch handle for added comfort and better grip', 'Densely packed medium bristles lift fine dirt from hair while distributing natural oils', 'Innovative handle easily fits hands of all sizes', 'Medium, synthetic bristles']",[676],0,[]
676,Available in blue only,1,1,675,0,"['Pet Supplies', 'Horses', 'Grooming & Bathing Supplies', 'Brushes', 'Mixed, ,', 'Rubber control-touch handle for added comfort and better grip', 'Densely packed medium bristles lift fine dirt from hair while distributing natural oils', 'Innovative handle easily fits hands of all sizes', 'Medium, synthetic bristles', 'Available in blue only']",[],0,[]
677,Why Keep Them Waiting? | Prime Free Two-Day Shipping,1,1,1,0,"['Pet Supplies', 'Why Keep Them Waiting? | Prime Free Two-Day Shipping']",[],0,[]
678,polyester,0,1,617,1,"['Pet Supplies', 'Top Cat Supplies', 'polyester']",[679],0,[]
679,Tail Standard Black Includes 1 mouse/cat tail,1,1,678,0,"['Pet Supplies', 'Top Cat Supplies', 'polyester', 'Tail Standard Black Includes 1 mouse/cat tail']",[],0,[]
